id,date,mods,scoremod,score,order,text,singleformat,rangeformat
5,2021-12-12,,5,5.0,[1],12/12/2021 - Morbi quis commodo odio aenean sed adipiscing.,1,1
5,2021-12-13,,5,5.0,[2],12/13/2021 - Elementum eu facilisis sed odio morbi.,1,1
5,2021-12-14,,5,5.0,[3],12/14/2021 - At auctor urna nunc id cursus metus aliquam eleifend.,1,1
5,2021-12-15,,5,5.0,[4],12/15/2021 - Amet nulla facilisi morbi tempus iaculis urna id volutpat lacus.,1,1
5,2021-12-16,,5,5.0,[5],12/16/2021 - Sem fringilla ut morbi tincidunt augue interdum velit euismod in.,1,1
5,2021-12-17,,5,5.0,[6],12/17/2021 - Pharetra diam sit amet nisl suscipit adipiscing bibendum est ultricies.,1,1
5,2021-12-18,,5,5.0,[7],12/18/2021 - Ultricies mi eget mauris pharetra et ultrices neque ornare aenean.,1,1
6,2021-08-15,,5,5.0,[1],08/15/2021 - Sed risus pretium quam vulputate.,1,1
6,2021-08-16,,5,5.0,[2],08/16/2021 - Sed cras ornare arcu dui.,1,1
6,2021-08-17,,5,5.0,[3],08/17/2021 - Tristique senectus et netus et malesuada fames ac.,1,1
6,2021-08-18,,5,5.0,[4],08/18/2021 - Amet justo donec enim diam vulputate ut pharetra.,1,1
6,2021-08-19,,5,5.0,[5],08/19/2021 - Vitae auctor eu augue ut.,1,1
6,2021-08-20,,5,5.0,[6],08/20/2021 - Volutpat odio facilisis mauris sit amet massa.,1,1
6,2021-08-21,,5,5.0,[7],08/21/2021 - Quam nulla porttitor massa id neque.,1,1
7,2021-07-04,,5,5.0,[1],7/4/2021 - Consequat semper viverra nam libero.,1,1
7,2021-07-05,,5,5.0,[2],7/5/2021 - Consequat semper viverra nam libero.,1,1
7,2021-07-06,,5,5.0,[3],7/6/2021 - Consequat semper viverra nam libero.,1,1
7,2021-07-07,,5,5.0,[4],7/7/2021 - Consequat semper viverra nam libero.,1,1
7,2021-07-08,,5,5.0,[5],7/8/2021 - Consequat semper viverra nam libero.,1,1
7,2021-07-09,,5,5.0,[6],7/9/2021 - Consequat semper viverra nam libero.,1,1
7,2021-07-10,,5,5.0,[7],7/10/2021 - Consequat semper viverra nam libero.,1,1
8,2021-08-24,,5,5.0,[1],08/24/2021 - Imperdiet sed euismod nisi porta lorem.,1,1
9,2021-05-09,,5,5.0,[1],5/9/2021 - Augue interdum velit euismod in pellentesque massa.,1,1
9,2021-05-10,,5,5.0,[2],5/10/2021 - Ut tellus elementum sagittis vitae et leo duis.,1,1
9,2021-05-11,,5,5.0,[3],5/11/2021 - Donec ac odio tempor orci dapibus ultrices in on 05/11/21 @ 18:41 hrs. Tempor commodo ullamcorper a lacus vestibulum sed arcu.,1,1
9,2021-05-12,,5,5.0,[4],5/12/2021 -Lacus sed turpis tincidunt id aliquet risus.,1,1
9,2021-05-13,,5,5.0,[5],5/13/2021 - Id ornare arcu odio ut.,1,1
9,2021-05-14,,5,5.0,[6],5/14/2021 - A arcu cursus vitae congue mauris rhoncus aenean vel.,1,1
9,2021-05-15,,5,5.0,[7],5/15/2021 - At tempor commodo ullamcorper a lacus vestibulum.,1,1
10,2021-09-05,+2000yr +2000yr rangefound,3,3.0,[1],09/05/21 through 09/11/21 - Scelerisque in dictum non consectetur a erat.,1,1
10,2021-09-06,+2000yr +2000yr rangefound,3,3.0,[2],09/05/21 through 09/11/21 - Scelerisque in dictum non consectetur a erat.,1,1
10,2021-09-07,+2000yr +2000yr rangefound,3,3.0,[3],09/05/21 through 09/11/21 - Scelerisque in dictum non consectetur a erat.,1,1
10,2021-09-08,+2000yr +2000yr rangefound,3,3.0,[4],09/05/21 through 09/11/21 - Scelerisque in dictum non consectetur a erat.,1,1
10,2021-09-09,+2000yr +2000yr rangefound,3,3.0,[5],09/05/21 through 09/11/21 - Scelerisque in dictum non consectetur a erat.,1,1
10,2021-09-10,+2000yr +2000yr rangefound,3,3.0,[6],09/05/21 through 09/11/21 - Scelerisque in dictum non consectetur a erat.,1,1
10,2021-09-11,+2000yr +2000yr rangefound,3,3.0,[7],09/05/21 through 09/11/21 - Scelerisque in dictum non consectetur a erat.,1,1
11,2021-03-28,,5,5.0,[1],03/28/2021 - Amet venenatis urna cursus eget nunc scelerisque viverra mauris.,1,1
11,2021-03-29,,5,5.0,[2],03/29/2021 - Tortor id aliquet lectus proin nibh nisl.,1,1
11,2021-03-30,,5,5.0,[3],03/30/2021 - Molestie nunc non blandit massa enim nec.,1,1
11,2021-03-31,,5,5.0,[4],03/31/2021 - Vitae aliquet nec ullamcorper sit amet risus nullam eget.,1,1
11,2021-04-01,,5,5.0,[5],04/01/2021 - Morbi tristique senectus et netus.,1,1
11,2021-04-02,,5,5.0,[6],04/02/2021 - Sed risus ultricies tristique nulla.,1,1
11,2021-04-03,,5,5.0,[7],04/03/2021 - Id leo in vitae turpis massa sed elementum.,1,1
12,2021-04-18,+2000yr +2000yr rangefound,3,3.2857142857142856,[1],4/18/21 - 4/22/21 - Sollicitudin ac orci phasellus egestas tellus rutrum tellus.,1,1
12,2021-04-19,+2000yr +2000yr rangefound,3,3.2857142857142856,[2],4/18/21 - 4/22/21 - Sollicitudin ac orci phasellus egestas tellus rutrum tellus.,1,1
12,2021-04-20,+2000yr +2000yr rangefound,3,3.2857142857142856,[3],4/18/21 - 4/22/21 - Sollicitudin ac orci phasellus egestas tellus rutrum tellus.,1,1
12,2021-04-21,+2000yr +2000yr rangefound,3,3.2857142857142856,[4],4/18/21 - 4/22/21 - Sollicitudin ac orci phasellus egestas tellus rutrum tellus.,1,1
12,2021-04-22,+2000yr +2000yr rangefound,3,3.2857142857142856,[5],4/18/21 - 4/22/21 - Sollicitudin ac orci phasellus egestas tellus rutrum tellus.,1,1
12,2021-04-23,+2000yr,4,3.2857142857142856,[6],4/23/21 - Malesuada pellentesque elit eget gravida.,1,1
12,2021-04-24,+2000yr,4,3.2857142857142856,[7],4/24/21 - Imperdiet massa tincidunt nunc pulvinar sapien et ligula ullamcorper.,1,1
13,2021-09-05,,5,5.0,[1],09/05/2021 - Augue ut lectus arcu bibendum.,1,1
13,2021-09-06,,5,5.0,[2],09/06/2021 - Nulla facilisi morbi tempus iaculis urna id volutpat lacus.,1,1
13,2021-09-07,,5,5.0,[3],09/07/2021 - Urna porttitor rhoncus dolor purus non enim praesent elementum.,1,1
13,2021-09-08,,5,5.0,[4],09/08/2021 - Molestie a iaculis at erat pellentesque adipiscing.,1,1
13,2021-09-09,,5,5.0,[5],09/09/2021 - Aliquam ut porttitor leo a diam.,1,1
13,2021-09-10,,5,5.0,[6],09/10/2021 - Habitasse platea dictumst vestibulum rhoncus est pellentesque.,1,1
13,2021-09-11,,5,5.0,[7],09/11/2021 - Elementum tempus egestas sed sed.,1,1
14,2021-06-27,,5,5.0,[1],06/27/2021 - Ornare arcu dui vivamus arcu felis bibendum.,1,1
14,2021-06-28,,5,5.0,[2],06/28/2021 - Semper auctor neque vitae tempus quam pellentesque nec.,1,1
14,2021-06-29,,5,5.0,[3],06/29/2021 - Vel pharetra vel turpis nunc.,1,1
14,2021-06-30,,5,5.0,[4],06/30/2021 - Pretium viverra suspendisse potenti nullam ac tortor vitae purus.,1,1
14,2021-07-01,,5,5.0,[5],07/01/2021 - Eros in cursus turpis massa.,1,1
14,2021-07-02,,5,5.0,[6],07/02/2021 - Pharetra pharetra massa massa ultricies mi.,1,1
14,2021-07-03,,5,5.0,[7],07/03/2021 - Tellus id interdum velit laoreet.,1,1
15,2021-01-15,filled,-5,-5.0,,Header Text: Neque aliquam vestibulum morbi blandit cursus risus 11/8/2012 to 12/14/2012. Fames ac turpis egestas sed tempus urna et pharetra in 2012 lectus quam on 5/16/2018. Nisl vel pretium lectus quam on 1/8/2021. <<NO TEXT FOUND FOR 2021-01-15>>,1,1
16,2021-08-22, rangefound,5,5.0,[1],08/22/2021 - 08/23/2021 - Egestas purus viverra accumsan in nisl nisi scelerisque eu.,1,1
16,2021-08-23, rangefound,5,5.0,[2],08/22/2021 - 08/23/2021 - Egestas purus viverra accumsan in nisl nisi scelerisque eu.,1,1
16,2021-08-24,,5,5.0,[3],08/24/2021 - Accumsan lacus vel facilisis volutpat est velit.,1,1
16,2021-08-25,,5,5.0,[4],08/25/2021 - Ante in nibh mauris cursus mattis molestie a.,1,1
17,2021-07-04, rangefound,2,2.0,[1],7/4 - 7/10/2021 - Dictum at tempor commodo ullamcorper a lacus.,1,3
17,2021-07-05, rangefound,2,2.0,[2],7/4 - 7/10/2021 - Dictum at tempor commodo ullamcorper a lacus.,1,3
17,2021-07-06, rangefound,2,2.0,[3],7/4 - 7/10/2021 - Dictum at tempor commodo ullamcorper a lacus.,1,3
17,2021-07-07, rangefound,2,2.0,[4],7/4 - 7/10/2021 - Dictum at tempor commodo ullamcorper a lacus.,1,3
17,2021-07-08, rangefound,2,2.0,[5],7/4 - 7/10/2021 - Dictum at tempor commodo ullamcorper a lacus.,1,3
17,2021-07-09, rangefound,2,2.0,[6],7/4 - 7/10/2021 - Dictum at tempor commodo ullamcorper a lacus.,1,3
17,2021-07-10, rangefound,2,2.0,[7],7/4 - 7/10/2021 - Dictum at tempor commodo ullamcorper a lacus.,1,3
18,2021-10-03,,5,5.0,[1],10/3/2021: Arcu risus quis varius quam quisque id.,1,1
18,2021-10-04,,5,5.0,[2],"10/4/2021: Mauris sit amet massa vitae tortor condimentum lacinia. 
 At auctor urna nunc id cursus metus aliquam.",1,1
18,2021-10-05,,5,5.0,[4],10/5/2021: Pellentesque nec nam aliquam sem et.,1,1
18,2021-10-06,,5,5.0,[5],10/6/2021: Volutpat lacus laoreet non curabitur gravida arcu.,1,1
18,2021-10-07,,5,5.0,[6],10/7/2021: Tincidunt dui ut ornare lectus sit amet est placerat in.,1,1
18,2021-10-08,,5,5.0,[7],10/8/2021: Libero id faucibus nisl tincidunt eget nullam.,1,1
18,2021-10-09,,5,5.0,[8],10/9/2021: Parturient montes nascetur ridiculus mus mauris.,1,1
19,2021-01-24, rangefound,5,5.0,[1],01/24/2021 - 01/30/2021 - Habitant morbi tristique senectus et netus et malesuada fames ac.,1,1
19,2021-01-25, rangefound,5,5.0,[2],01/24/2021 - 01/30/2021 - Habitant morbi tristique senectus et netus et malesuada fames ac.,1,1
19,2021-01-26, rangefound,5,5.0,[3],01/24/2021 - 01/30/2021 - Habitant morbi tristique senectus et netus et malesuada fames ac.,1,1
19,2021-01-27, rangefound,5,5.0,[4],01/24/2021 - 01/30/2021 - Habitant morbi tristique senectus et netus et malesuada fames ac.,1,1
19,2021-01-28, rangefound,5,5.0,[5],01/24/2021 - 01/30/2021 - Habitant morbi tristique senectus et netus et malesuada fames ac.,1,1
19,2021-01-29, rangefound,5,5.0,[6],01/24/2021 - 01/30/2021 - Habitant morbi tristique senectus et netus et malesuada fames ac.,1,1
19,2021-01-30, rangefound,5,5.0,[7],01/24/2021 - 01/30/2021 - Habitant morbi tristique senectus et netus et malesuada fames ac.,1,1
20,2021-05-09,+2000yr,4,3.7142857142857144,[1],05/09/21: Non enim praesent elementum facilisis leo vel fringilla.,1,1
20,2021-05-10,+2000yr,4,3.7142857142857144,[2],05/10/21: Sit amet facilisis magna etiam tempor orci eu.,1,1
20,2021-05-11,+2000yr,4,3.7142857142857144,[3],05/11/21: Nec tincidunt praesent semper feugiat nibh.,1,1
20,2021-05-12,+2000yr,4,3.7142857142857144,[4],05/12/21: Diam quam nulla porttitor massa id neque aliquam vestibulum.,1,1
20,2021-05-13,+2000yr,4,3.7142857142857144,[5],05/13/21: In hac habitasse platea dictumst quisque sagittis purus.,1,1
20,2021-05-14,+2000yr +2000yr rangefound,3,3.7142857142857144,[6],05/14/21 - 05/15/21: Placerat in egestas erat imperdiet.,1,1
20,2021-05-15,+2000yr +2000yr rangefound,3,3.7142857142857144,[7],05/14/21 - 05/15/21: Placerat in egestas erat imperdiet.,1,1
21,2021-12-12,,5,5.0,[1],12/12/2021 - Quis imperdiet massa tincidunt nunc pulvinar.,1,1
21,2021-12-13,,5,5.0,[2],12/13/2021 - Quis imperdiet massa tincidunt nunc pulvinar.,1,1
21,2021-12-14,,5,5.0,[3],12/14/2021 - Quis imperdiet massa tincidunt nunc pulvinar.,1,1
21,2021-12-15,,5,5.0,[4],12/15/2021 - Quis imperdiet massa tincidunt nunc pulvinar.,1,1
21,2021-12-16,,5,5.0,[5],12/16/2021 - Purus sit amet volutpat consequat mauris nunc congue nisi.,1,1
21,2021-12-17,,5,5.0,[6],12/17/2021 - Eu turpis egestas pretium aenean pharetra magna ac.,1,1
22,2021-02-21,,5,5.0,[1],2/21/2021: In dictum non consectetur a erat nam at.,1,1
22,2021-02-22,,5,5.0,[2],2/22/2021: Et netus et malesuada fames ac.,1,1
22,2021-02-23,,5,5.0,[3],2/23/2021:Praesent elementum facilisis leo vel fringilla est ullamcorper.,1,1
22,2021-02-24,,5,5.0,[4],2/24/2021: Ac tincidunt vitae semper quis lectus nulla.,1,1
22,2021-02-25,,5,5.0,[5],2/25/2021:  Morbi blandit cursus risus at ultrices mi tempus.,1,1
22,2021-02-26,,5,5.0,[6],2/26/2021:  Mattis rhoncus urna neque viverra.,1,1
22,2021-02-27,,5,5.0,[7],2/27/2021:  Ultricies leo integer malesuada nunc vel risus commodo viverra.,1,1
23,2021-08-10,+2000yr,4,4.0,[1],08/10/21 - Et ultrices neque ornare aenean euismod elementum nisi.,1,1
23,2021-08-11,+2000yr,4,4.0,[2],08/11/21 - Sed euismod nisi porta lorem mollis aliquam ut porttitor.,1,1
23,2021-08-12,+2000yr,4,4.0,[3],08/12/21 - Placerat duis ultricies lacus sed turpis tincidunt id.,1,1
23,2021-08-13,+2000yr,4,4.0,[4],08/13/21 - Diam quis enim lobortis scelerisque fermentum dui faucibus.,1,1
23,2021-08-14,+2000yr,4,4.0,[5],08/14/21 - Ut porttitor leo a diam sollicitudin tempor id eu.,1,1
24,2021-02-07, rangefound,5,5.0,[1],02/07/2021 thru 02/13/2021:  Cum sociis natoque penatibus et magnis dis parturient montes.,1,1
24,2021-02-08, rangefound,5,5.0,[2],02/07/2021 thru 02/13/2021:  Cum sociis natoque penatibus et magnis dis parturient montes.,1,1
24,2021-02-09, rangefound,5,5.0,[3],02/07/2021 thru 02/13/2021:  Cum sociis natoque penatibus et magnis dis parturient montes.,1,1
24,2021-02-10, rangefound,5,5.0,[4],02/07/2021 thru 02/13/2021:  Cum sociis natoque penatibus et magnis dis parturient montes.,1,1
24,2021-02-11, rangefound,5,5.0,[5],02/07/2021 thru 02/13/2021:  Cum sociis natoque penatibus et magnis dis parturient montes.,1,1
24,2021-02-12, rangefound,5,5.0,[6],02/07/2021 thru 02/13/2021:  Cum sociis natoque penatibus et magnis dis parturient montes.,1,1
24,2021-02-13, rangefound,5,5.0,[7],02/07/2021 thru 02/13/2021:  Cum sociis natoque penatibus et magnis dis parturient montes.,1,1
25,2021-02-07, rangefound,5,5.0,[1],02/07/2021 thru 02/08/2021:  Ornare arcu dui vivamus arcu felis bibendum ut.,1,1
25,2021-02-08, rangefound,5,5.0,[2],02/07/2021 thru 02/08/2021:  Ornare arcu dui vivamus arcu felis bibendum ut.,1,1
25,2021-02-09, rangefound,5,5.0,[3],02/09/2021 thru 02/13/2021:  Maecenas volutpat blandit aliquam etiam erat.,1,1
25,2021-02-10, rangefound,5,5.0,[4],02/09/2021 thru 02/13/2021:  Maecenas volutpat blandit aliquam etiam erat.,1,1
25,2021-02-11, rangefound,5,5.0,[5],02/09/2021 thru 02/13/2021:  Maecenas volutpat blandit aliquam etiam erat.,1,1
25,2021-02-12, rangefound,5,5.0,[6],02/09/2021 thru 02/13/2021:  Maecenas volutpat blandit aliquam etiam erat.,1,1
25,2021-02-13, rangefound,5,5.0,[7],02/09/2021 thru 02/13/2021:  Maecenas volutpat blandit aliquam etiam erat.,1,1
26,2021-05-16,,5,5.0,[1],5/16/2021 - Urna condimentum mattis pellentesque id nibh tortor.,1,1
26,2021-05-17,,5,5.0,[2],5/17/2021 - Lorem sed risus ultricies tristique.,1,1
26,2021-05-18,,5,5.0,[3],5/18/2021 - Lorem sed risus ultricies tristique.,1,1
26,2021-05-19,,5,5.0,[4],5/19/2021 - Lorem sed risus ultricies tristique.,1,1
26,2021-05-20,,5,5.0,[5],5/20/2021 - Lorem sed risus ultricies tristique.,1,1
26,2021-05-21,,5,5.0,[6],5/21/2021 - Lorem sed risus ultricies tristique.,1,1
26,2021-05-22,,5,5.0,[7],5/22/2021 - Lorem sed risus ultricies tristique.,1,1
27,2021-11-01,,5,5.0,[2],"Vivamus arcu felis bibendum ut tristique et. 
 11/1/2021 --Maecenas ultricies mi eget mauris pharetra et ultrices.",1,1
27,2021-11-02,,5,5.0,[3],11/2/2021 -- Tellus cras adipiscing enim eu turpis.,1,1
27,2021-11-03,,5,5.0,[4],11/3/2021 -- Curabitur gravida arcu ac tortor dignissim convallis aenean.,1,1
27,2021-11-04,,5,5.0,[5],11/4/2021 -- Ut sem viverra aliquet eget sit amet.,1,1
27,2021-11-05,,5,5.0,[6],"11/5/2021 -- Gravida rutrum quisque non tellus orci ac auctor augue. 
 Malesuada fames ac turpis egestas maecenas pharetra convallis posuere. 
 Vitae nunc sed velit dignissim.",1,1
27,2021-11-06,,5,5.0,[9],11/6/2021 -- Pellentesque habitant morbi tristique senectus et netus et.,1,1
28,2021-01-10, rangefound,5,5.0,[1],01/10/2021 thru 01/16/2021:  Urna nunc id cursus metus aliquam eleifend mi in nulla.,1,1
28,2021-01-11, rangefound,5,5.0,[2],01/10/2021 thru 01/16/2021:  Urna nunc id cursus metus aliquam eleifend mi in nulla.,1,1
28,2021-01-12, rangefound,5,5.0,[3],01/10/2021 thru 01/16/2021:  Urna nunc id cursus metus aliquam eleifend mi in nulla.,1,1
28,2021-01-13, rangefound,5,5.0,[4],01/10/2021 thru 01/16/2021:  Urna nunc id cursus metus aliquam eleifend mi in nulla.,1,1
28,2021-01-14, rangefound,5,5.0,[5],01/10/2021 thru 01/16/2021:  Urna nunc id cursus metus aliquam eleifend mi in nulla.,1,1
28,2021-01-15, rangefound,5,5.0,[6],01/10/2021 thru 01/16/2021:  Urna nunc id cursus metus aliquam eleifend mi in nulla.,1,1
28,2021-01-16, rangefound,5,5.0,[7],01/10/2021 thru 01/16/2021:  Urna nunc id cursus metus aliquam eleifend mi in nulla.,1,1
29,2021-04-25, rangefound,5,5.0,[1],"04/25/2021 through 05/01/2021 - 
 Nisl vel pretium lectus quam id leo in.",1,1
29,2021-04-26, rangefound,5,5.0,[2],"04/25/2021 through 05/01/2021 - 
 Nisl vel pretium lectus quam id leo in.",1,1
29,2021-04-27, rangefound,5,5.0,[3],"04/25/2021 through 05/01/2021 - 
 Nisl vel pretium lectus quam id leo in.",1,1
29,2021-04-28, rangefound,5,5.0,[4],"04/25/2021 through 05/01/2021 - 
 Nisl vel pretium lectus quam id leo in.",1,1
29,2021-04-29, rangefound,5,5.0,[5],"04/25/2021 through 05/01/2021 - 
 Nisl vel pretium lectus quam id leo in.",1,1
29,2021-04-30, rangefound,5,5.0,[6],"04/25/2021 through 05/01/2021 - 
 Nisl vel pretium lectus quam id leo in.",1,1
29,2021-05-01, rangefound,5,5.0,[7],"04/25/2021 through 05/01/2021 - 
 Nisl vel pretium lectus quam id leo in.",1,1
30,2021-04-04, rangefound,5,5.0,[1],04/04/2021 thru 04/05/2021:  Diam quis enim lobortis scelerisque fermentum.,1,1
30,2021-04-05, rangefound,5,5.0,[2],04/04/2021 thru 04/05/2021:  Diam quis enim lobortis scelerisque fermentum.,1,1
30,2021-04-06,,5,5.0,[3],04/06/2021:  Ac auctor augue mauris augue neque gravida in.,1,1
30,2021-04-07,,5,5.0,[4],04/07/2021:  Etiam tempor orci eu lobortis elementum nibh.,1,1
30,2021-04-08,,5,5.0,[5],04/08/2021:  Quis auctor elit sed vulputate mi sit amet mauris.,1,1
30,2021-04-09,,5,5.0,[6],04/09/2021:  Tincidunt tortor aliquam nulla facilisi cras fermentum odio eu.,1,1
30,2021-04-10,,5,5.0,[7],04/10/2021:  Massa eget egestas purus viverra accumsan in.,1,1
31,2021-05-11,,5,5.0,[1],05/11/2021:  Ornare massa eget egestas purus viverra accumsan in nisl nisi.,1,1
31,2021-05-12,,5,5.0,[2],05/12/2021:  Ac tortor vitae purus faucibus ornare suspendisse.,1,1
31,2021-05-13,,5,5.0,[3],05/13/2021:  Metus vulputate eu scelerisque felis imperdiet proin.,1,1
31,2021-05-14,,5,5.0,[4],05/14/2021:  Tellus orci ac auctor augue mauris augue neque gravida.,1,1
32,2021-07-18,,5,5.285714285714286,[1],07/18/2021: Viverra nibh cras pulvinar mattis nunc sed blandit libero.,1,1
32,2021-07-19,,5,5.285714285714286,[2],07/19/2021: Gravida in fermentum et sollicitudin ac orci phasellus egestas tellus.,1,1
32,2021-07-20,,5,5.285714285714286,[3],07/20/2021: Porta nibh venenatis cras sed felis eget velit.,1,1
32,2021-07-21,,5,5.285714285714286,[4],07/21/2021: Risus quis varius quam quisque.,1,1
32,2021-07-22, duplicateDates,7,5.285714285714286,"[5, 6]","07/22/2021: Scelerisque viverra mauris in aliquam. 
 Note: On 07/22/2021 at 20:17 hrs, in hendrerit gravida rutrum quisque.",1,1
32,2021-07-23,,5,5.285714285714286,[7],07/23/2021: Ornare massa eget egestas purus viverra.,1,1
32,2021-07-24,,5,5.285714285714286,[8],07/24/2021: Mi ipsum faucibus vitae aliquet nec ullamcorper sit amet.,1,1
33,2021-01-06,,5,5.0,[1],01/06/2021 - Ligula ullamcorper malesuada proin libero nunc.,1,1
33,2021-01-07,,5,5.0,[2],01/07/2021 - Nec nam aliquam sem et tortor consequat id porta nibh.,1,1
33,2021-01-08,,5,5.0,[3],01/08/2021 - Orci eu lobortis elementum nibh tellus molestie nunc non.,1,1
33,2021-01-09,,5,5.0,[4],01/09/2021 - Egestas sed sed risus pretium quam vulputate dignissim suspendisse.,1,1
34,2021-07-18,+2000yr,4,4.0,[1],7.18.21 - Massa tempor nec feugiat nisl pretium.,1,1
34,2021-07-19,+2000yr,4,4.0,[2],7.19.21 - Massa tempor nec feugiat nisl pretium.,1,1
34,2021-07-20,+2000yr,4,4.0,[3],7.20.21 - Massa tempor nec feugiat nisl pretium.,1,1
34,2021-07-21,+2000yr,4,4.0,[4],7.21.21 - Massa tempor nec feugiat nisl pretium.,1,1
34,2021-07-22,+2000yr,4,4.0,[5],7.22.21 - Massa tempor nec feugiat nisl pretium.,1,1
34,2021-07-23,+2000yr,4,4.0,[6],7.23.21 - Est sit amet facilisis magna etiam.,1,1
34,2021-07-24,+2000yr,4,4.0,[7],7.24.21 - Est ullamcorper eget nulla facilisi etiam dignissim diam quis.,1,1
35,2021-02-14,,5,5.0,[1],Sunday 2/14/2021: Cursus turpis massa tincidunt dui.,1,1
35,2021-02-15,,5,5.0,[2],Monday 2/15/2021: Semper eget duis at tellus at urna.,1,1
35,2021-02-16,,5,5.0,[3],Tuesday 2/16/2021: Elementum nisi quis eleifend quam adipiscing vitae proin sagittis.,1,1
35,2021-02-17,,5,5.0,[4],Wednesday 2/17/2021: Volutpat commodo sed egestas egestas fringilla.,1,1
35,2021-02-18,,5,5.0,[5],Thursday 2/18/2021: Id aliquet risus feugiat in.,1,1
35,2021-02-19,,5,5.0,[6],Friday 2/19/2021: Imperdiet proin fermentum leo vel orci porta non pulvinar neque.,1,1
35,2021-02-20,,5,5.0,[7],Saturday 2/20/2021: Proin sed libero enim sed faucibus.,1,1
36,2021-04-18,+2000yr,4,4.0,[1],04/18/21 - Morbi tristique senectus et netus.,1,1
36,2021-04-19,+2000yr,4,4.0,[2],04/19/21 - Massa ultricies mi quis hendrerit.,1,1
36,2021-04-20,+2000yr,4,4.0,[3],04/20/21 - Amet mattis vulputate enim nulla aliquet porttitor.,1,1
36,2021-04-21,+2000yr,4,4.0,[4],04/21/21 - Tempus quam pellentesque nec nam aliquam sem et tortor consequat.,1,1
36,2021-04-22,+2000yr,4,4.0,[5],04/22/21 - Imperdiet massa tincidunt nunc pulvinar sapien.,1,1
36,2021-04-23,+2000yr,4,4.0,[6],04/23/21 - Fermentum posuere urna nec tincidunt.,1,1
37,2021-06-05,,5,5.0,[1],06/05/2021 - Amet justo donec enim diam vulputate.,1,1
